family_id	family_label	product_id	carac_id	carac_label	value
82947	VELONE®	2032	83	Gamme	VELONE 
82947	VELONE®	2032	93	Nom du produit	VELONE® F400 - 3.2 - Tri / Mono
82947	VELONE®	2032	71	Description produit	VELONE F400 - 3.2 - Tri / Mono fait partie de la gamme de tourelles de désenfumage classées F400-120 destinées aux locaux tertiaires, industriels et aux logements collectifs. Sa conception soignée permet d'atteindre des débits jusqu'à 27 000 m³/h, sans augmenter les dimensions de l'embase. Aldes propose sur cette gamme une solution "Tout en Un" avec un coffret de relayage directement monté d'usine
82947	VELONE®	2032	101	Plus produit	> accessoires protégés des chocs + intempéries grâce au corps métallique, ##NewLine##> accessoires électriques câblés en usine et fixés à l’intérieur pour une protection contre les chocs et les intempéries, ##NewLine##> pressostat raccordé aérauliquement en usine.
82947	VELONE®	2034	83	Gamme	VELONE 
82947	VELONE®	2034	93	Nom du produit	VELONE® F400 - 7.2 - Tri / Mono
82947	VELONE®	2034	71	Description produit	VELONE F400 - 7.2 - Tri / Mono fait partie de la gamme de tourelles de désenfumage classées F400-120 destinées aux locaux tertiaires, industriels et aux logements collectifs. Sa conception soignée permet d'atteindre des débits jusqu'à 27 000 m³/h, sans augmenter les dimensions de l'embase. Aldes propose sur cette gamme une solution "Tout en Un" avec un coffret de relayage directement monté d'usine.
82947	VELONE®	2034	101	Plus produit	> accessoires protégés des chocs + intempéries grâce au corps métallique, ##NewLine##> accessoires électriques câblés en usine et fixés à l’intérieur pour une protection contre les chocs et les intempéries, ##NewLine##> pressostat raccordé aérauliquement en usine.
82947	VELONE®	2035	83	Gamme	VELONE 
82947	VELONE®	2035	93	Nom du produit	VELONE® F400 - 8.5 - Tri
82947	VELONE®	2035	71	Description produit	VELONE F400 - 8.5 - Tri fait partie de la gamme de tourelles de désenfumage classées F400-120 destinées aux locaux tertiaires, industriels et aux logements collectifs. Sa conception soignée permet d'atteindre des débits jusqu'à 27 000 m³/h, sans augmenter les dimensions de l'embase. Aldes propose sur cette gamme une solution "Tout en Un" avec un coffret de relayage directement monté d'usine.
82947	VELONE®	2035	101	Plus produit	> accessoires protégés des chocs + intempéries grâce au corps métallique, ##NewLine##> accessoires électriques câblés en usine et fixés à l’intérieur pour une protection contre les chocs et les intempéries, ##NewLine##> pressostat raccordé aérauliquement en usine.
82947	VELONE®	2028	83	Gamme	VELONE 
82947	VELONE®	2028	93	Nom du produit	VELONE® F400 - 10.5 - Tri
82947	VELONE®	2028	71	Description produit	VELONE F400 - 10.5 - Tri fait partie de la gamme de tourelles de désenfumage classées F400-120 destinées aux locaux tertiaires, industriels et aux logements collectifs.  Sa conception soignée permet d'atteindre des débits jusqu'à 27 000 m³/h, sans augmenter les dimensions de l'embase. Aldes propose sur cette gamme une solution "Tout en Un" avec un coffret de relayage directement monté d'usine.
82947	VELONE®	2028	101	Plus produit	> accessoires protégés des chocs + intempéries grâce au corps métallique, ##NewLine##> accessoires électriques câblés en usine et fixés à l’intérieur pour une protection contre les chocs et les intempéries, ##NewLine##> pressostat raccordé aérauliquement en usine.
82947	VELONE®	2029	83	Gamme	VELONE 
82947	VELONE®	2029	93	Nom du produit	VELONE® F400 - 13.0 - Tri
82947	VELONE®	2029	71	Description produit	VELONE F400 - 13.0 - Tri fait partie de la gamme de tourelles de désenfumage classées F400-120 destinées aux locaux tertiaires, industriels et logements collectifs.  Sa conception soignée permet d'atteindre des débits jusqu'à 27 000 m³/h, sans augmenter les dimensions de l'embase. Aldes propose sur cette gamme une solution "Tout en Un" avec un coffret de relayage directement monté d'usine.
82947	VELONE®	2029	101	Plus produit	> accessoires protégés des chocs + intempéries grâce au corps métallique, ##NewLine##> accessoires électriques câblés en usine et fixés à l’intérieur pour une protection contre les chocs et les intempéries, ##NewLine##> pressostat raccordé aérauliquement en usine.
82947	VELONE®	2030	83	Gamme	VELONE 
82947	VELONE®	2030	93	Nom du produit	VELONE® F400 - 20.0 - Tri
