Famille-ID	Product-ID	Reference-ID	Image-ID	Image-Path
161800	249345	249315	267321	#N/A
161800	249346	249316	267321	#N/A
161800	249347	249317	267321	#N/A
161800	249348	249319	267321	#N/A
161800	263964	263965	267321	#N/A
161800	263985	263986	267321	#N/A
161800	264343	264344	267321	#N/A
161801	185112	185492	267321	#N/A
161801	190766	191865	267321	#N/A
161801	163469	164247	267321	#N/A
161801	163470	164378	267294	Articles\Image\CHUV_936528_01.jpg
161801	185111	185338	267321	#N/A
161801	189989	191974	267321	#N/A
161801	189990	191983	267321	#N/A
161801	189992	192167	267321	#N/A
161801	189993	192169	267321	#N/A
161801	189994	192170	267321	#N/A
161801	189995	192365	267321	#N/A
161801	189996	192417	267252	Articles\Image\CHUV_134004_01.jpg
161801	189997	193539	267321	#N/A
161801	263553	263554	267321	#N/A
161801	265405	265406	267321	#N/A
161802	163471	164710	267321	#N/A
161802	189998	192178	267321	#N/A
161802	189999	193045	267321	#N/A
161802	190000	193047	267321	#N/A
161803	163472	164397	267321	#N/A
161803	249349	249325	267321	#N/A
161803	190002	193431	267321	#N/A
161803	249350	249327	267321	#N/A
161803	264855	264859	267321	#N/A
161803	264864	264866	267321	#N/A
161803	264865	264867	267321	#N/A
161803	265019	265023	267321	#N/A
161803	265020	265024	267321	#N/A
161803	265021	265025	267321	#N/A
161803	265022	265026	267321	#N/A
161804	163473	164295	267321	#N/A
161804	163474	164379	267321	#N/A
161804	163475	164380	267321	#N/A
161804	163476	164381	267321	#N/A
161804	185113	185407	267321	#N/A
161804	185114	185408	267254	Articles\Image\CHUV_135732_01.jpg
161804	190003	192080	267321	#N/A
161804	190004	192081	267321	#N/A
161804	190005	192166	267321	#N/A
161804	190006	192176	267321	#N/A
161804	190008	192403	267321	#N/A
161805	163477	164181	267321	#N/A
161805	163478	164182	267321	#N/A
161805	163479	164183	267321	#N/A
161805	163480	164184	267321	#N/A
161805	163481	164189	267321	#N/A
161805	163482	164241	267321	#N/A
161805	190009	191883	267321	#N/A
161805	190010	191975	267321	#N/A
161806	263563	263564	267321	#N/A
161806	163483	164197	266723	Articles\Image\04046963435738_PIECE_01.jpg
161806	163484	164198	266709	Articles\Image\04022495251169_PIECE_01.jpg
161806	163485	164199	266708	Articles\Image\04022495251114_PIECE_01.jpg
161806	163486	164200	266707	Articles\Image\04022495251060_PIECE_01.jpg
161806	163487	164201	267321	#N/A
161806	163488	164211	266710	Articles\Image\04022495251862_PIECE_01.jpg
161806	163489	164215	266672	Articles\Image\00382903006298_PIECE_01.jpg
161806	163490	164217	266673	Articles\Image\00382903008674_PIECE_01.jpg
161806	163491	164219	267321	#N/A
161806	163492	164225	266675	Articles\Image\00382903096282_PIECE_01.jpg
161806	163493	164226	266676	Articles\Image\00382903096497_PIECE_01.jpg
161806	163494	164227	266677	Articles\Image\00382903096589_PIECE_01.jpg
161806	163495	164228	267321	#N/A
161806	163496	164229	267321	#N/A
161806	163497	164230	267321	#N/A
161806	163498	164232	267321	#N/A
161806	163499	164257	267321	#N/A
161806	185115	185343	267321	#N/A
161806	185116	185344	266674	Articles\Image\00382903009121_PIECE_01.jpg
161806	185117	185347	267321	#N/A
161806	190011	191984	267321	#N/A
161806	190012	191985	267321	#N/A
161806	190013	191986	267321	#N/A
161806	190014	191987	266706	Articles\Image\04022495188069_PIECE_01.jpg
161806	190015	192017	267321	#N/A
161806	190016	192044	267321	#N/A
161806	190017	192046	267321	#N/A
161806	190018	192047	267321	#N/A
161806	190019	192757	267321	#N/A
161806	190020	192863	267321	#N/A
161806	190021	192864	267321	#N/A
161806	190022	192866	267321	#N/A
161806	190023	192868	267321	#N/A
161806	190024	193109	267321	#N/A
161806	248162	248239	267321	#N/A
161807	248163	248280	267321	#N/A
161807	163500	164277	267321	#N/A
161807	163501	164278	267321	#N/A
161807	163502	164279	267321	#N/A
161807	163503	164280	267321	#N/A
161807	163504	164281	267321	#N/A
161807	163505	164282	267321	#N/A
161807	163506	164390	267321	#N/A
161807	185118	185365	267321	#N/A
161807	185119	185416	267321	#N/A
161807	190025	192174	267321	#N/A
161807	190026	192175	267321	#N/A
161807	190027	192177	267321	#N/A
161807	190028	192179	267321	#N/A
161807	249487	249517	267321	#N/A
161807	263540	263541	267321	#N/A
161807	264154	264155	267321	#N/A
161808	163507	164190	267321	#N/A
161808	163508	164191	267321	#N/A
161808	163509	164330	267321	#N/A
161808	163510	164391	267321	#N/A
161808	185120	185339	267321	#N/A
161808	185121	185340	267321	#N/A
161808	185122	185473	267321	#N/A
161808	190029	191878	267321	#N/A
161808	190030	191879	267321	#N/A
161808	190031	191880	267321	#N/A
161808	190032	191881	267321	#N/A
161808	190033	191882	267321	#N/A
161808	190034	191978	267321	#N/A
161808	190035	191979	267321	#N/A
161808	190036	192331	267321	#N/A
161808	190037	192404	267321	#N/A
161808	256599	256600	267321	#N/A
161808	263704	263706	267321	#N/A
161808	263707	263708	267321	#N/A
161808	263825	263705	267321	#N/A
161808	263826	263709	267321	#N/A
161808	263827	263829	267321	#N/A
161808	263828	263830	267321	#N/A
161808	263840	263842	267321	#N/A
161808	263841	263843	267321	#N/A
161808	265708	265715	267321	#N/A
161808	265709	265716	267321	#N/A
161808	265710	265717	267321	#N/A
161808	265711	265718	267321	#N/A
161808	265712	265719	267321	#N/A
161808	265713	265720	267321	#N/A
161808	265714	265721	267321	#N/A
161809	190871	192224	267321	#N/A
161809	163511	164797	267321	#N/A
161809	190873	193444	267321	#N/A
161809	190874	193448	267321	#N/A
161809	190875	193451	267321	#N/A
161809	190875	266416	267321	#N/A
161809	190872	192385	267321	#N/A
161809	190038	193449	267321	#N/A
161809	190039	193450	267321	#N/A
161809	264935	264937	267321	#N/A
161809	264936	264938	267321	#N/A
161809	264939	264941	267321	#N/A
161809	264940	264942	267321	#N/A
161809	264972	264975	267321	#N/A
161809	264973	264976	267321	#N/A
161809	264974	264977	267321	#N/A
161809	265015	265017	267321	#N/A
161809	265016	265018	267321	#N/A
161809	265349	265354	267321	#N/A
161809	265350	265355	267321	#N/A
161809	265351	265356	267321	#N/A
161809	265352	265357	267321	#N/A
161809	265353	265358	267321	#N/A
161809	265361	265362	267321	#N/A
161809	265370	265371	267321	#N/A
161809	267423	267425		
161809	267424	267426		
161810	193769	193771	267272	Articles\Image\CHUV_725458_01.jpg
161810	267691	267693		
161810	267692	267694		
161812	163512	164142	267321	#N/A
161812	163513	164143	267321	#N/A
161812	163514	164144	267321	#N/A
161812	163515	164145	267321	#N/A
161812	163516	164174	267321	#N/A
161812	190040	191836	267321	#N/A
161812	190041	191837	267321	#N/A
161812	190042	191838	267321	#N/A
161812	190043	191839	267321	#N/A
161812	190044	191840	267321	#N/A
161812	190045	192748	267321	#N/A
161812	190046	192749	267321	#N/A
161812	190047	192907	267321	#N/A
161812	190047	265490	267321	#N/A
161812	248164	248234	267321	#N/A
161812	264048	264049	267321	#N/A
161813	163517	164560	267321	#N/A
161813	249714	249724	267321	#N/A
161813	264240	264241	267321	#N/A
161814	163518	164375	267321	#N/A
161814	163519	164376	266730	Articles\Image\4250273715606_PIECE_01.jpg
161814	163520	164377	267321	#N/A
161814	190050	193006	267321	#N/A
161814	249436	249410	267321	#N/A
161815	163521	164331	267321	#N/A
161815	163522	164332	267321	#N/A
161815	163523	164333	267321	#N/A
161815	163524	164334	267321	#N/A
161815	163525	164374	267321	#N/A
161815	163526	164694	267321	#N/A
161815	185123	185468	267321	#N/A
161815	190052	192257	267321	#N/A
161815	190053	192366	267321	#N/A
161815	190054	192397	267321	#N/A
161815	190055	192401	267321	#N/A
161815	190056	192402	267321	#N/A
161815	190057	193048	267321	#N/A
161815	248950	249147	267321	#N/A
161815	249437	249411	267321	#N/A
161815	263532	263533	267321	#N/A
161815	266339	264389	267321	#N/A
161816	185128	264385	267321	#N/A
161816	185124	185379	267321	#N/A
161816	185125	185380	267321	#N/A
161816	185126	185381	267321	#N/A
161816	185127	185382	267321	#N/A
161816	190058	193683	267321	#N/A
161816	190059	193684	267321	#N/A
161816	263993	263972	267321	#N/A
161816	264169	264170	267321	#N/A
161816	264167	264168	267321	#N/A
161816	264207	264210	267321	#N/A
161816	264208	264211	267321	#N/A
161816	264209	264212	267321	#N/A
161816	265365	265366	267321	#N/A
161816	266236	266237	267321	#N/A
161816	266335	264384	267321	#N/A
161816	266336	264386	267321	#N/A
161816	266337	264387	267321	#N/A
161816	266338	264388	267321	#N/A
161817	190060	191822	267321	#N/A
161817	190061	192168	267321	#N/A
161817	190062	193692	267321	#N/A
161819	163527	164173	267321	#N/A
161819	163528	164855	267321	#N/A
161819	163529	164859	267321	#N/A
161819	163530	164860	267297	Articles\Image\CHUV_936539_01.jpg
161819	163531	164861	267261	Articles\Image\CHUV_138009_01.jpg
161819	163532	164862	267262	Articles\Image\CHUV_138010_01.jpg
161820	163533	164314	267321	#N/A
161820	163534	164868	267321	#N/A
161820	190063	192246	267321	#N/A
161820	190064	192248	267321	#N/A
161820	248165	248259	267321	#N/A
161821	163535	164410	267321	#N/A
161821	163536	164696	267321	#N/A
161821	163537	164717	267321	#N/A
161821	163538	164718	267321	#N/A
161821	163539	164853	267321	#N/A
161821	163540	164854	267321	#N/A
161821	185129	185494	267321	#N/A
161821	185130	185524	267321	#N/A
161821	185131	185525	267321	#N/A
161821	185132	185526	267321	#N/A
161821	185133	185527	267321	#N/A
161821	185134	185528	267321	#N/A
161821	185135	185529	267321	#N/A
161821	185136	185530	267321	#N/A
161821	185137	185531	267321	#N/A
161821	185138	185533	267321	#N/A
161821	185139	185534	267321	#N/A
161821	185140	185535	267321	#N/A
161821	190065	193070	267321	#N/A
161821	190066	193071	267321	#N/A
161821	190067	193072	267321	#N/A
161821	190068	193697	267321	#N/A
161821	190069	193698	267321	#N/A
161821	190070	193699	267321	#N/A
161821	190071	193700	267321	#N/A
161821	190072	193724	267321	#N/A
161822	163541	164396	267321	#N/A
161822	163542	164399	267321	#N/A
161822	190074	192439	267321	#N/A
161822	195872	195903	267321	#N/A
161822	249438	249409	267321	#N/A
161824	163543	164522	267321	#N/A
161824	163544	164523	267321	#N/A
161824	163545	164524	267321	#N/A
161824	163546	164525	267321	#N/A
161824	163547	164526	267321	#N/A
161824	163548	164527	267321	#N/A
161824	163549	164528	267321	#N/A
161824	163550	164529	267321	#N/A
161824	163551	164530	267321	#N/A
161824	163552	164531	267321	#N/A
161824	190075	191850	267321	#N/A
161824	190076	192200	267321	#N/A
161824	190077	192654	267321	#N/A
161824	190077	263640	267321	#N/A
161824	190078	192660	267321	#N/A
161824	190078	264099	267321	#N/A
161824	190079	192665	267321	#N/A
161824	190079	263641	267321	#N/A
161824	190080	193065	267321	#N/A
161824	248951	249080	267321	#N/A
161826	163553	164361	267321	#N/A
161826	163554	164372	266735	Articles\Image\04710969718644_PIECE_01.jpg
161826	163555	164373	266734	Articles\Image\04710969713465_PIECE_01.jpg
161826	163556	164519	267321	#N/A
161826	163557	164520	267321	#N/A
161826	163558	164521	267321	#N/A
161826	185141	185374	267321	#N/A
161826	190081	192011	267321	#N/A
161826	190082	192247	266755	Articles\Image\05705243318374_PIECE_01.jpg
161826	249351	249391	267321	#N/A
161826	265678	265679	267321	#N/A
161827	163559	164293	267321	#N/A
161827	163560	164321		
161827	163561	164325	266731	Articles\Image\04250488600735_PIECE_01.jpg
161827	163562	164518	267321	#N/A
161827	163563	164621	267321	#N/A
161827	185143	185502	267027	Articles\Image\14026704198143_PIECE_01.jpg
161827	185144	185503	267029	Articles\Image\14026704198150_PIECE_01.jpg
161827	185145	185504	266711	Articles\Image\04026704025916_PIECE_01.jpg
161827	190083	191893	267321	#N/A
161827	190084	192012	267321	#N/A
161827	190085	192013	267321	#N/A
161827	190086	192201	267321	#N/A
161827	190087	192202	267321	#N/A
161827	190089	192304	267321	#N/A
161827	190090	192694	267321	#N/A
161827	190091	192732	267321	#N/A
161827	190092	192733	267321	#N/A
161827	190093	193435	267321	#N/A
161827	190094	193436	266713	Articles\Image\04026704025930_PIECE_01.jpg
161827	190095	193437	267321	#N/A
161827	190096	193438	267321	#N/A
161827	190097	193439	267321	#N/A
161827	190098	193440	267321	#N/A
161827	190099	193455	267321	#N/A
161827	190100	193456	267321	#N/A
161827	190101	193457	267321	#N/A
161827	190102	193458	267321	#N/A
161827	190103	193459	267321	#N/A
161827	190104	193460	266712	Articles\Image\04026704025923_PIECE_01.jpg
161827	190105	193463	267321	#N/A
161827	190106	193628	267321	#N/A
161827	190107	193629	267321	#N/A
161827	190108	193630	267321	#N/A
161827	190109	193631	267321	#N/A
161827	190110	193632	267321	#N/A
161827	190111	193633	267321	#N/A
161827	190112	193634	267321	#N/A
161827	190113	193685	267321	#N/A
161827	190114	193686	267321	#N/A
161827	190115	193687	267321	#N/A
161827	248166	248247	267321	#N/A
161827	248506	249277	267321	#N/A
161827	248507	249278	267321	#N/A
